------ 3153010942 ------
RM_DancingTraining02Line17 = "下次调频,继续舞蹈冒险...",
RM_DancingTraining02Line18 = "我们将探索其他不同时代的标志性舞蹈风格.",
RM_DancingTraining02Line19 = "记住,这都是关于尽情释放...",
RM_DancingTraining02Line20 = "拥抱那些时髦的节奏,在舞池里尽情享受乐趣.",
RM_DancingTraining02Line21 = "所以,掸去那些护腿的灰尘,让我们继续派对!",
RM_DancingTraining02Line22 = "接下来,查查·查理带来了一些真正的舞蹈新课程!",
RM_DancingTraining02Subtitle = "准备好摇摆起来,重温 1980 年代的精神!",
RM_DancingTraining02Title = "吉夫·杰克的酷炫舞步:摇摆起来!",
RM_DancingTraining03Author = "查查·查理",
RM_DancingTraining03DisplayName = "VHS:查查·查理的狂欢:释放你的节奏!",
RM_DancingTraining03Extra = "我们系列中的第三部舞蹈教学视频!",
RM_DancingTraining03Line01 = "[img=music] ¡Bienvenidos, amigos y amigas! [img=music]",
RM_DancingTraining03Line02 = "欢迎回到我们热情如火的舞蹈系列...",
RM_DancingTraining03Line03 = "在这里,我们沉浸在迷人的舞蹈世界中!",
RM_DancingTraining03Line04 = "今天,我们将体验拉丁舞的炽热激情...",
RM_DancingTraining03Line05 = "每一步都散发着欢乐,每一个动作都在讲述一个故事.",
RM_DancingTraining03Line06 = "是时候随着康加鼓和沙球的节奏摇摆起来.",
RM_DancingTraining03Line07 = "Vamos a comenzar (我们开始)基本的舞步...",
RM_DancingTraining03Line08 = "让你的臀部随着快速、精准的步伐摆动...",
RM_DancingTraining03Line09 = "感受节奏,让音乐引导你的每一个动作.",
RM_DancingTraining03Line10 = "随着旋转和旋转,让你的身体表达音乐的能量.",
RM_DancingTraining03Line11 = "拥抱活泼的切分音...",
RM_DancingTraining03Line12 = "感受与舞伴的联系,让舞池活跃起来!",
RM_DancingTraining03Line13 = "¡Bravo! (太棒了!)",
RM_DancingTraining03Line14 = "让自己感受热情和欢乐...",
RM_DancingTraining03Line15 = "继续练习,很快你就会成为专家!",
RM_DancingTraining03Line16 = "¡Felicitaciones! (恭喜!)恭喜你掌握了舞蹈的艺术!",
RM_DancingTraining03Line17 = "你现在是拉丁节奏的正式大师.",
RM_DancingTraining03Line18 = "记住,重复是关键...",
RM_DancingTraining03Line19 = "如果你需要复习基础知识...",
RM_DancingTraining03Line20 = "我的朋友探戈托尼会帮你!",
RM_DancingTraining03Line21 = "下次调频,我们将采访舞蹈传奇人物梅伦盖·迈克!",
RM_DancingTraining03Line22 = "今天的课程就到这里,再见!",
RM_DancingTraining03Subtitle = "准备好在舞池中用查查舞点燃激情吧!",
RM_DancingTraining03Title = "查查·查理的狂欢:释放你的节奏!",

------ 3572808153 ------

RM_00B73AF8-C38D-4747-8C84-AA1AD3258B5F = "刀刃永远朝外, 不要对着自己.",
RM_012C89B4-E901-4C27-AD21-184FA814D2E9 = "我需要你的衣服, 你的靴子, 还有你的小摩托.",
RM_01B99222-60FA-4BA6-A519-B14BF6B93499 = "正确的相位对于电机旋转和平衡至关重要.",
RM_0322DD59-4F2D-4E36-86C3-55AD252FC3B2 = "录像带: 电工奇遇记 E1",
RM_03E61463-2CE7-4F30-8107-251EF3054953 = "你的呼吸必须平稳, 你的身形要像一支专注的箭.",
RM_041C8D6A-08F4-4EF9-9011-28601C247529 = "正是这种力将电流推过电线.",
RM_052B9423-7165-425F-9490-C1C58D560761 = "欢迎回到《户外生活》, 我们在这里学习与自然共存!",
RM_05FD01B8-E34E-4AEC-991A-C4A9575D0CD0 = "学习刺击",
RM_06B06534-4765-43AE-97DC-4184EAA066FB = "感谢收看, 记住, 恶作剧要有度.",
RM_074F12DC-FB2C-4F17-BB9E-7C0D13930E20 = "户外生活 E3",
RM_0C5C06A2-66A8-40DA-B4DF-31CFDED6114E = "你的存在已被终结.",
RM_0EEE7E62-8D91-4AF0-940C-5624FB23828E = "为了安全, 你必须始终连接地线.",
RM_0EFF459F-FF72-4A97-86A8-265CACEAF7A9 = "今天, 我们要学习如何利用自家后院的植物成为野外医生.",
RM_0F7D8E7E-772E-41F7-A4CD-028C2D93D49D = "时刻注意身后, 而不仅仅是前方.",
RM_107DC5AD-C0BB-4554-B872-20305A438132 = "麦刺客公司.",
RM_13190113-6803-40EB-86A6-E699441CCB8A = "我曾经只用一个回形针就修好了一个烤面包机.",
RM_1391BC99-FD19-4159-871D-2A4025A99493 = "下次再来, 我们将探讨更高级的话题.",
RM_14667758-902C-437C-8D12-CC3F6268B94E = "所以记住, 在动物常走的小路上设置陷阱并经常检查.",
RM_1582B6B3-0013-4640-B1D3-6FD39955128B = "要想不被发现, 你必须首先掌握移动的艺术.",
RM_15FD2D85-1955-4CA5-A182-4C608F8547F6 = "要尊重你的刀, 保持锋利, 专注使用.",
RM_177093CF-C6F9-4D11-BFD2-63943B142AC9 = "终结者",
RM_18A99151-36D5-4085-B824-6369AE0038A4 = "即使断开连接, 它也可能带有危险的电荷.",
RM_18F1B8A1-B900-4482-972D-33AA209AFBBB = "录像带: 恶作剧指南",
RM_1955F634-CF2D-47DE-A599-83DA2E039F9D = "通过练习, 你可以敲制出更大、更耐用的石刃.",
RM_197FAE1B-AE79-40FC-B564-B5E723B5C9AC = "看到这株宽叶车前草了吗? 把叶子捣碎制成膏药, 可以帮助伤口更快愈合.",
RM_1AB5172C-5F05-4676-A6EF-D8C925128159 = "锋利的刀才是安全的刀, 钝刀更容易打滑.",
RM_1BFADBB5-0EB6-4C29-8CC9-61B78476BD9D = "找一根笔直、干燥的软木, 比如松木或雪松.",
RM_1E0B18DC-0D95-4096-A02E-6789A9EFB9A0 = "为什么一个来自未来的杀人机器人会想杀我?",
RM_1F349071-6E2B-4094-9D69-E477A3094B4D = "[旁白]该节目已被取消.",
RM_1F4ED933-088F-41A9-8579-0164D91EB41E = "它会改变所供电的电压和频率.",
RM_2084B2F4-98EF-465B-AD22-79E9F53CD729 = "欢迎回到《电工奇遇记》, 开始我们的下一课.",
RM_20881824-4F91-47E7-84DD-37152DA9A761 = "一个干净的连接点至关重要.",
RM_23D3E06B-D02D-42B0-8DCB-E67962F8EFFC = "今天就到这里, 在外注意安全.",
RM_26E755F3-A3E7-4A64-BD1D-193E0C5F679C = "录像带: 终结者",
RM_27495AE7-199B-461B-8173-49BD9AB0A073 = "今天干得不错! 记住, 最好的工具是你自己做的那个.",
RM_275295E3-7087-4C7F-9B14-F53404550163 = "理解电压就像理解水压一样.",
RM_2AAD38CF-8600-4FF0-AB12-EF7E1E72A5FF = "在狭窄空间里练习移动, 直到它成为你的本能.",
RM_2CBA59CB-B36F-4E24-91B8-E0129B5D7D07 = "我的第一个万用表冒的烟比我还多.",
RM_2F5FBA88-7D36-4375-8125-592B61290C6F = "通过练习, 你的刀会成为你手的延伸.",
RM_3296B272-621C-4CA9-8D0E-38EEB54A24FB = "凌乱的工作区就是危险的工作区.",
RM_32B4AF01-F708-4C71-9D58-7E3708260211 = "这就像用一把小钥匙去开一把巨大的锁.",
RM_32D8ECA2-CA1C-4A7F-A2F6-FC5149483D6E = "我可对此一无所知 *尴尬地笑*",
RM_32ED74AC-507A-4EAC-9127-FBB7B162FABE = "这是聚合草, 有时也被称为'接骨草', 这可是有充分理由的.",
RM_33E4D708-98FF-4790-9CA6-E8C003373330 = "所有刀法的基础是站姿.",
RM_35CB7DD0-F0FB-40E2-8FCE-DC4FE850B604 = "忍者指南 E2",
RM_37AD7193-48DB-4ECE-8A37-23E2B3F083E3 = "嘿, 恶作剧爱好者们, 欢迎回到《恶作剧指南》.",
RM_38064C65-8DFF-4702-ABDA-B0A895C33422 = "在落下重心之前, 用每一步感受你脚下的地面.",
RM_384AD913-EDFE-4000-BFBB-D3698B197614 = "关键在于一个活结, 当动物穿过时它会收紧.",
RM_3B5311A9-0F7C-4963-A046-3C9B6ED105A9 = "你可以使用变频驱动器来精确控制电机.",
RM_3B671158-3A91-4B6C-BCC4-339500D776A3 = "户外生活 E1",
RM_4026DD20-8400-4F56-A2AD-D1BA933C0A62 = "用粗糙的叶子或石头把它打磨光滑, 你的晚餐餐具就准备好了.",
RM_443366B7-4FE1-40BE-8E29-B062C9B69175 = "让你的动作成为一种思想形式.",
RM_448CBF56-467A-4023-8623-63D4F0C30798 = "这是我奶奶教我的, 而她奶奶又教了她!",
RM_47C8E96E-6094-4ECE-8062-A2068D6B920E = "但要真正做到不被看见, 你还必须学会不被听见!",
RM_4967694A-39AD-42F3-855B-CEA2A93B23BD = "无声行走, 就是成为你周围世界的一部分.",
RM_4999143F-263C-46F1-8490-2A3B4E58F69A = "你仍然需要刺击, 但现在你还必须格挡.",
RM_4A4DA204-8F04-4037-8F9A-7804B3D7EFD9 = "录像带: 电工奇遇记 E2",
RM_4A9927FE-5245-4E2E-BD35-7E792C00FDD7 = "电工奇遇记 E2",
RM_4D7326A9-089B-4DE3-B85F-2BC014CD8FC6 = "利用环境, 让噪音和混乱掩盖你的存在.",
RM_4FCDED7B-FCBE-4E74-9812-23BE8B7AE4ED = "迅速逃离是第一道也是最强的防线.",
RM_5258F5D0-AF52-4422-8D8D-9F09A0B4D9C4 = "目标是一样的, 将你的剑尖送达目标.",
RM_534312C0-4292-41C9-95D2-A3A9110DAA20 = "记住, 安全第一! 一定要戴上护目镜.",
RM_54C61A22-C973-4E90-BD17-CFC7E4B613EC = "下次收看, 我们将学习如何寻找食物!",
RM_5659C9B3-73E3-4475-8FB0-3FBF76F2EC11 = "忍者指南 E1",
RM_5718B075-F99D-47CE-9545-DE8FB2F7EE33 = "恶作剧指南",
RM_5732FBCB-82F3-4D5B-A374-36530C7CECAC = "欢迎回到新一集的《电工奇遇记》.",
RM_58C43B71-19DC-41DC-902B-3A6517C4317F = "你的线路已经... 终结了!",
RM_5A2B3D1D-8F3F-4B0C-A4C3-9F022553339F = "感受剑的平衡, 它是你手臂的延伸.",
RM_5B8E65CE-03A3-49F3-808E-D53410AC322E = "现在, 拼命跑吧!",
RM_5BE457E3-B194-44DB-98CC-C8294314FD58 = "你最强大的武器是敌人自己的疏忽.",
RM_5CF18131-E2A3-48E7-AA2E-3519637C0861 = "欢迎, 暗影的追寻者, 来到《忍者指南》的第一课.",
RM_5DE34B35-C002-4B1C-A985-7CC7AB274936 = "现在, 小心地把碳酸饮料和薄荷糖倒进这个管子里...",
RM_600C7E72-1945-405D-A25F-C0C5CC67449B = "下周请继续收看, 我们将探讨工业控制面板.",
RM_61B2E03A-4A47-4421-A7A6-0EB1EEB06CF5 = "录像带: 户外生活 E1",
RM_628B036A-81CA-4A1F-B3D6-4DC9C393268C = "相信我, 你可不想成为那条通路.",
RM_62E5759B-A79A-4D2D-AD0F-22C9394C2D78 = "一把好刀能把树枝变成工具, 把圆木变成家园.",
RM_66A10DE3-4B05-4ADF-B20A-6A4E89577C67 = "并且要迅速收回.",
RM_69575846-896B-4F18-9E07-F5E4F4F6EC40 = "今天我们来学习基本的交流电原理.",
RM_6A800A17-72E7-415B-B2A8-7C977FDC4BD7 = "因为在未来, 你会成为一个优秀且小有名气的家长.",
RM_6AECD627-15B0-4808-A58D-81CBBCFEB7AE = "使用短刃时, 你的力量不来自于蛮力, 而是来自于精准和速度.",
RM_6D25CD5C-88C4-42CD-8C38-10AEE7AD5F3D = "现在, 让我们用那块锋利的石头来雕刻一个有用的工具, 比如一把木叉.",
RM_6E6BD33F-0E9D-4526-93C6-8CA7E655E0CD = "从一个角度敲击以剥离出一块锋利的碎片, 那就是你的切割工具.",
RM_70918DB6-38A7-431A-AA3E-2833D25B31F5 = "聚合草膏药可以在扭伤或骨折愈合时提供支撑.",
RM_70EB5655-0C47-4CB5-BBE3-CB9CEB68F6A2 = "从我还是童子军的时候起, 我就一直用着这把值得信赖的刀.",
RM_73072E8C-8FF2-480C-BFA8-E1BF77C62359 = "欢迎回到《户外生活》, 未来的生存专家们!",
RM_7399DB6B-A16C-4A05-8317-D072476DE8D3 = "静下心来, 你的身体也会静下来.",
RM_73D0EC47-8D40-45E5-B216-90440BAFE9AF = "现在是长刃. 这将改变游戏规则.",
RM_7434673D-F805-4209-8EF2-1D1C0B16A9B0 = "我想他们终于修好了那个调光电路.",
RM_74A8649A-CAE1-47E5-83CE-F535CA897FFC = "欢迎, 有抱负的决斗者, 来到刀刃的精妙艺术殿堂.",
RM_77030872-44BD-4B2B-B463-4BE5125720A7 = "它为杂散电压提供了一条逃逸的路径.",
RM_7731789B-550F-43B0-A40D-52C2BFCE53DC = "用你的石刃将一端削平作为手柄.",
RM_7976FFF8-3370-4C06-A96E-3B5F5A349372 = "一根树枝的折断声比任何喊叫都更容易暴露你.",
RM_7DCEACC1-D4BC-4A62-B729-D8C11D8B5AEC = "把一些火药紧紧地卷在纸里, 然后用胶水封住.",
RM_7DF811FF-B5C0-4B28-AAF4-3CA26D7C54CF = "首先, 找一块好的燧石或燧石岩, 我们称之为主石.",
RM_7E88A337-BCBA-4BA9-B419-F7745FFF5EAB = "刀尖比刀刃更致命.",
RM_800364D2-3CCC-4154-96B5-01C998A8B4DE = "电工奇遇记 E3",
RM_8070A73E-BA87-4213-A4B8-1ACDA90FC7D9 = "录像带: 电工奇遇记 E3",
RM_80A08535-7BCD-4E95-A1FB-0B6C2AE66240 = "继电器用小电流来开关大电流.",
RM_80CC9F4F-B779-4029-A989-5F7993E53F1F = "你已经掌握了移动, 现在你必须学会消失.",
RM_85C773AA-5FD9-4525-A075-D8C8F689A059 = "今天我们将深入研究三相电力系统.",
RM_85E36A7C-87BB-4356-ACFF-8235F529F3B5 = "小心地雕刻另一端, 并将其分成两到三个尖齿.",
RM_87A37ACF-ED1F-4B33-B7F2-39A4B7C7EA3D = "你可以用它来雕刻陷阱触发器、引火物或炊具.",
RM_887851DC-D3D6-4FA6-B1AF-05F49508C6A2 = "从大地借力, 而不是仅仅猛击地面.",
RM_897E2193-2559-400C-BEFE-7D2505A83F94 = "练习弓步刺. 将你的整个身体在剑尖后方进行有控制地伸展.",
RM_89D23FFA-7C0A-433B-B380-D5057C33ADC7 = "练习这些技艺, 当你成为一声低语时再回来...",
RM_8A6B5C45-50B4-4601-9178-C5E16065604F = "今天的演播室灯光有点亮.",
RM_8AD95121-6B76-426F-88BF-E79BBB5F5445 = "接下来, 让我们做一个小小的噪音器来给你的朋友们一个惊喜.",
RM_8EAC2A4C-11B4-4969-8C7F-99133D7B8F2A = "快, 去礼品店拿那瓶昂贵的伏特加和我最喜欢的头巾!",
RM_8EAE4B55-3EBE-43C1-BF3E-C42E399791D7 = "事情从这里开始变得真正有趣了.",
RM_90F9C134-510B-4788-A092-19769F827A70 = "要经常检查你的陷阱, 这是负责任的做法.",
RM_95672B14-DBB7-4F81-B96B-3DD7FB878E78 = "今天, 我们要回归基础, 从零开始制作我们自己的工具.",
RM_96153558-8722-4803-9D07-4C37A5DAFB6E = "为了我们最大的恶作剧, 我们要做一个经典的鞭炮.",
RM_9801BD45-82B1-4142-A22C-BFC6FD32B9A8 = "从一个简单的圈套开始, 用结实的绳子在动物小径上设置.",
RM_99E0AFBA-AD02-4C47-A526-9C36A279AE8B = "这将是你进行各种雕刻项目的关键工具.",
RM_9A822455-E4C9-4ECD-BD4C-DEE7AAD0C986 = "移动时就好像你根本不存在一样!",
RM_A003AECE-C04F-4BBD-9DD2-3B49F6969DD1 = "录像带: 户外生活 E3",
RM_A2832D18-7139-452E-80D9-1FA205534707 = "这是指悄无声息地穿过一个杂乱的房间.",
RM_A33436FF-6E25-48F4-90E1-416965800637 = "现在, 让我们来谈谈你最重要的工具, 一把好刀.",
RM_A3706421-C38A-4A6F-8AC0-48D3212FB491 = "潜行是利用阴影和寂静作为伪装的艺术.",
RM_A3FC93A9-2A94-41CD-93BD-18A1D2ED5BD6 = "一个好的陷阱可以在你专注于其他任务时为你工作.",
RM_A58BED77-E65F-42DC-B26D-DA528DFCD605 = "嘿, 我发现了什么!",
RM_A5E5DFDD-D10E-4C34-A1A0-75EEECB330B2 = "这是一种将防御转化为迅速反击的平衡之道.",
RM_A772719E-ACD8-49C3-8191-6661B430D63E = "欢迎来到《电工奇遇记》, 让我们来点刺激的!",
RM_A7DFDFEA-037C-409E-8DA9-9283A7E32604 = "你的儿子领导着抵抗邪恶云计算机"天穹网络"的抵抗军.",
RM_A878BD01-4244-463F-89A4-F96441A5FED9 = "最重要的规则是永远要确定你采摘的是什么.",
RM_A88CA3EE-9FE1-4D2D-BB87-B6DBC329682D = "保持重心低, 动作从容而流畅.",
RM_AAFA270F-DF91-4B6E-8A6D-2E8B0F726692 = "使用假动作来试探他们的防守并寻找破绽.",
RM_B26C29C6-3693-47E2-B716-BAED809C5783 = "一个敏捷的身体可以从任何角度攻击, 并从任何抓握中逃脱.",
RM_B594460E-55FC-40E8-A60A-FE4BC0DCCFCF = "把它藏在抽屉里, 等着有人打开它.",
RM_B7AF951C-23A1-463A-AD10-A9338C2047A0 = "户外生活 E2",
RM_BE60C685-9ACA-4833-A3DD-7E5F9A454557 = "录像带: 户外生活 E2",
RM_BF437ED4-AB88-4B24-B52D-80750FCFF845 = "记住一定要加上一根引信, 这样你就可以在安全距离点燃它.",
RM_C4C65F9F-BCB3-4C6D-950A-05A501846A36 = "如果你在听这个, 你的父亲是一个叫卡尔的男人, 他...人还不错.",
RM_C5E8B53B-5495-42A7-AD0C-E911BCE0880A = "敏捷是毫不犹豫、毫无多余动作的流畅运动.",
RM_C700C557-7252-407A-9F7C-FA05E7113CEE = "录像带: 击剑入门",
RM_C8951BCD-BE4E-4F77-B53A-858F43A9A848 = "现在, 就在他们守卫的房间里化身为鬼魂.",
RM_C8B9CEA1-E1D4-4460-9B9A-639B6DC3F672 = "速度不仅仅是原始的力量, 它是有控制的紧迫感.",
RM_D01418E0-7786-461D-956C-F3DF3153FBC7 = "许多常见的杂草实际上是神奇的天然药物.",
RM_D1A072A1-964D-473D-84AD-D84149B446E4 = "卡住的刀刃会让你暴露破绽.",
RM_D347FF45-EE43-4E08-8ED2-15826C2F4CAB = "用一些电子废料将一个小扬声器连接到电池上.",
RM_D42E0561-11F8-46E5-9AFC-1E01D589DDEF = "录像带: 忍者指南 E1",
RM_D65ECCCB-2D93-4537-A546-CA9BAE0EDA6E = "这里的错误可能导致灾难性的故障.",
RM_D80A776C-3C46-4AD4-8F00-6B5AA9209560 = "听着, 并且要明白; 那个终结者就在外面, 它绝对会停下来.",
RM_D8D5071A-8702-40C0-829B-2CFF8E33D574 = "记住, 每株植物只摘几片叶子, 这样它才能继续生长.",
RM_D9E2D4AF-C015-48AB-9AFA-502DA002965F = "欢迎回到《忍者指南》的第二课.",
RM_DA946C9D-A409-479A-B248-2149CDB7AFE0 = "[旁白]请不要尝试订购《电工奇遇记》第四集.",
RM_DACBA895-5D50-419F-B3C2-4E32A24F0AC5 = "你需要一块更硬的石头, 一块锤石, 来小心地敲击边缘.",
RM_DC0EE2D0-741A-4539-BA20-C057885BF4E9 = "我的热传感器显示你现在很暖和.",
RM_DD68DB42-785F-49B5-9B22-68F775D035C9 = "嘿, 探险家们! 欢迎来到《户外生活》!",
RM_DE8E9C35-E9CD-4F4A-8A51-B86F4A738B9E = "电工奇遇记 E1",
RM_E00FF118-7FDF-4FC2-9B2A-363DE51A8DBC = "今天我们要学习两项关键技能, 获取食物和使用刀具.",
RM_E13E7D8A-56CE-4DE7-A9FB-079EFDB604D4 = "在使用任何膏药之前, 一定要正确清洁伤口.",
RM_E1AB0E3F-334F-4D29-AB98-55618932234A = "使用指导手册, 如果你不是百分之百确定, 就不要使用它.",
RM_E2D4ABA5-BAED-4DC4-91AB-0610D40C2180 = "录像带: 忍者指南 E2",
RM_E42F6EE7-3579-4AE8-8EB5-027B4EBCF94F = "那是你只会犯一次的错误 *轻笑*",
RM_E46E54B6-B01A-4280-B767-CE58F5E87F51 = "前进吧, 因为你现在是世界上一个真正的影子!",
RM_EA2119A0-D239-4807-86C8-C1EEB1D3D128 = "首先, 让我们散散步, 看看能找到什么.",
RM_EA5CB1DD-97EF-4FB7-9858-D081D8573F91 = "在工作前, 你必须学会识别电容器.",
RM_EA78F5E9-74CB-4744-8EC2-DF38DB8FA739 = "但要使用这件斗篷, 你的身体必须是一个心甘情愿的工具.",
RM_EAC77EA2-F28F-4DF4-8ADF-111E1CD5A70F = "步法就是一切. 你必须控制距离.",
RM_EB71026F-AB41-47E1-B679-CA4CA01F9DAC = "首先, 让我们把一本旧书变成一个超级秘密的藏匿点.",
RM_EBB19692-E4C4-49C5-9FAD-30436156E79B = "我们把它引到工厂里, 用重型机械对付它!",
RM_ED4AEC27-DB5A-467C-B1D7-27955BC417AE = "只需小心地切掉内页, 然后把边缘粘在一起.",
RM_EDE5F0C0-4FD0-45AE-AC4F-F86BB4C2BF35 = "今天干得不错! 记住, 知识是终极的生存工具.",
RM_EF11250A-4EA3-42DC-802C-0D17C8DF7541 = "今天就到这里. 记住, 熟能生巧.",
RM_EF2BC718-5F12-43D1-B7CD-EE11AC652AC6 = "击剑入门",
RM_F0F3B88E-5F92-4847-A841-CA4EC5AF6F2D = "它刚用一个停车计时器砸烂了一辆警车! 我们怎么阻止它?",
RM_F2497BD8-C10A-4B5F-B078-B2A9D4C6C55D = "我希望你一直在练习剥线.",
RM_F2EAE198-AABC-4FF1-98AB-F22776B33E11 = "现在在我们开始之前, 永远记住要检查你的工具.",
RM_F70E5AC8-FD21-4115-9B6A-9CDA2A6D4B36 = "让我们来学习识别其中最有用的两种.",
RM_F72525A0-8903-47C4-83C5-2DB6A1CDB2E2 = "电流的流动赋予了电路生命.",

------ 3409143790 ------

RM_10db04c4-4732-4bc1-9a03-3e8c1e29f412 = "[img=music]欢迎来到我的小厨房~[img=music]",
RM_30af2059-1537-4beb-a7e0-b28b6f15c626 = "嗨嗨嗨! 大家今天过得如何?",
RM_5ab46bf2-05b3-49d7-95db-9d90db7144dc = "需要啥? 第一步——烧点热水",
RM_6aea3b56-7c12-405d-b065-363f7be81c19 = "第一集: 续命咖啡指南",
RM_777a5d02-d3cc-46b7-9697-996034d6ca9e = "好的! 重头戏结束了, 接下来只要佛系等待!",
RM_7882f5ee-271a-4051-bac9-8eac5e425618 = "清晨回魂必备神器!",
RM_79940cc2-04c8-497a-beaf-b7ebc5885599 = "铛铛! 一杯热乎的现煮咖啡到手!",
RM_7b901f5b-71cb-4762-a338-2d0ac4d54f25 = "让热水和咖啡粉慢慢培养感情~",
RM_909bad9d-b7ff-42d5-b60c-1857be5598b9 = "VHS: 莎菲下厨 EP1 (咖啡篇)",
RM_94f3b733-566e-4c5e-ae09-e23f9ac8f171 = "希望你们喜欢, 下次见咯~[img=music]",
RM_96e0f364-6b24-46fb-bc60-fd955249c5cc = "第二步——抓把咖啡豆, 塞进研磨机里突突突!",
RM_c756965d-a031-46db-bd5a-1afd5159afae = "莎菲的美食小剧场",
RM_d5c8295d-d935-4729-b8a8-a6e5d8f2bc6e = "搞定! 现在只需要滤纸或布来过滤啦",
RM_ee8c853f-75c4-4771-9e07-c945b8a9f349 = "<噪音>或者你要是够勇的话, 拿捣药杵手动硬核研磨也行...<噪音>",
RM_ef323d59-b334-4635-9969-d0a404c1d578 = "今天我们要搞点...咖啡!",

------ 3620003640 ------

RM_001d0d67-b233-40f9-8c72-4197d3df4471 = "安纳金: 全都是因为你教导有方.",
RM_003f01c7-cee6-43b3-85d2-cabee99dc2f8 = "沃图: [赫特语] 清理完架子... 你就可以回家了.",
RM_0044cc23-de5f-4911-b64c-45d38c5bdc67 = "加·加·宾克斯: 你又救了我一命.",
RM_005e6c2e-011b-4030-a7d1-362c58520526 = "梅斯·温杜: 绝地信条禁止此事.",
RM_0060474d-d218-4c37-89d3-7eb89f2447f6 = "奎-刚: 那我将亲自训练他. 我收安纳金为我的帕德芒学徒.",
RM_0068d1c2-c872-4e77-b719-d7c44dc35408 = "尤达: 嗯. 他们应该分开行动.",
RM_00ee8389-51cb-4ffe-97bf-ae22afa24843 = "奎-刚: 陛下, 能继续为您服务与保护您是我们的荣幸.",
RM_013eaacc-203d-4cb1-b147-fb669c28e5f6 = "克隆人的进攻",
RM_015526aa-e601-4f46-848f-d4a1db9cb019 = "帕纳卡: 我们人手太少了, 殿下. 我们没有军队.",
RM_01697ff5-90ab-4cbd-a895-f2329e86f80f = "尤达: 授予你绝地武士的级别, 议会确实. 但同意你收这个男孩为帕德芒学徒... 我不.",
RM_016bce57-3f65-4544-9c94-60c0978ab9e7 = "尤达: 呣. 总是两个, 有. 不多, 不少.",
RM_0179059c-40cf-49bb-93ef-aa8a3d733362 = "欧比-旺: 太不文明了.",
RM_01852de7-7e82-4cfa-9d64-82972d54a1b2 = "施密: 安尼.",
RM_0193ddf0-f56f-40b9-9f48-1ba4e5908041 = "奎-刚: 我不知道. 我并非专程来此解放奴隶.",
RM_01bfb13a-7e17-4cfe-a937-daf6060341e7 = "帕德梅: 你确定要这样? 把我们的命运托付给一个几乎不认识的男孩? 女王不会同意的.",
RM_01e1e2fa-6b16-4d0c-a03e-4d9248711a8e = "奎-刚: 我稍后告诉你. 早上好.",
RM_01e2e614-b2ba-46b5-850e-0f3119a05f24 = "帕德梅: 你来自一个温暖的星球, 安尼. 但对我来说有点太热了. 太空很冷.",
RM_0211b7af-31e3-4fb3-b8e3-2044dd9ecd27 = "加·加·宾克斯: 更多? \"更多\"你刚才说了吗?",
RM_022cc46a-80bb-40b0-8a9e-5941496e2671 = "两位绝地武士领导了一项孤注一掷的任务, 去营救被俘的议长...",
RM_022f2100-0822-47ee-bd7e-2b07c485433f = "[赏金猎人倒地身亡]",
RM_0246b2d3-f333-4366-bc52-9e190d4c9400 = "奎-刚: 愿原力与你同在.",
RM_024aff5e-89ae-413c-be5c-b6391386846c = "[绝地炮艇降落平台]",
RM_02796b12-a30e-4c9e-ad78-278c6e018d3e = "欧比-旺: 他说得对. 我们不能丢掉那个星系.",
RM_02ab8fb3-f017-48ff-8b40-ec09c33b3d4a = "第二集",
RM_02b67933-422b-4860-8473-5c0b1843518d = "欧比-旺: 该你了.",
RM_02ec39ca-9ae3-4178-8238-f237a3a4ba57 = "[咯咯笑声]",
RM_03105f18-2851-4f2e-83c1-8619326cd8f3 = "安纳金·天行者: 她也自由了吗?",
RM_0313ecbd-1796-4a76-8293-f2be0de8b7a5 = "[众人笑]",
RM_031c9f63-2520-4994-b89e-6edcd3a31649 = "沃图: 没有一个飞梭赛车值两个奴隶的价! 差得远呢.",
RM_033bc8ef-f677-4be7-8433-71e1dde92bea = "安纳金·天行者: 是的.",
RM_0366f558-ccf5-46c2-b721-a3cb58650e21 = "奎-刚: [做手势] 放松.",
RM_0381950e-7d89-4980-99f7-fa2a3c69eb4e = "帕德梅: 他说你已倒向黑暗面.",
RM_039572f4-daa9-4d6e-8369-dee8c156d011 = "安纳金·天行者: [说赫特语] 我在清理风扇开关!",
RM_03b286d9-ffb3-410b-856d-e7634bfe4d0f = "奎-刚: 不管怎样, 我们时间不多了.",
RM_03b4d10d-34f3-4a89-ba42-497a07789d2c = "奎-刚: 那就这个男孩吧.",
RM_03f5f4d5-f0bd-486a-9ce9-36cf1f7c1ea4 = "加·加·宾克斯: [踩到粪便] 噢, 好黏, 好恶心的东西!",
RM_040d6d8d-b3c2-48f8-8cfb-f0e09ab3738f = "[帕德梅启动飞船]",
RM_041cee8a-6a63-4daf-a3c5-928f00854f0e = "奎-刚: 我是奎-刚·金.",
RM_0423f90b-5294-495e-b88c-19593c73fede = "安纳金·天行者: 听着, 3PO, 我自由了... 而且要坐星际飞船离开了.",
RM_042f665d-5c63-4260-a521-27c3a6f91b77 = "[飞梭赛车在沙漠中竞速]",
RM_0451600f-44d9-433e-9972-e8a568f073d1 = "塞布巴: [赫特语] 下次我们再比赛, 小子, 就是你的死期. 要不是因为你是奴隶, 我现在就碾死你.",
